patient_index,Sensitivity,Specificity,DICE,C
LIDC-IDRI-0926,2.842183545961404e-05,0.9997544477929642,1.4884684048642846e-06,0_1
LIDC-IDRI-0928,0.0007938894040643406,0.9997449559286604,2.5539887141378215e-05,0_1
LIDC-IDRI-0929,0.0003709545121872172,0.999770076390817,1.9931910442023044e-06,0_1
LIDC-IDRI-0932,1.0005767614475941e-09,0.9996415977285683,3.320874347020859e-11,0_1
LIDC-IDRI-0933,0.07886337745011149,0.999152879059753,0.006649944249445733,0_1
LIDC-IDRI-0935,0.15215310720507597,0.9993019038733838,0.019735258510755062,0_1
LIDC-IDRI-0936,0.08914631827705777,0.999824245007647,0.008711598348660296,0_1
LIDC-IDRI-0938,0.02450265905419982,0.9997624636873209,0.001130818764729255,0_1
LIDC-IDRI-0939,0.06737189736235827,0.9998668125504679,0.007242330075990006,0_1
LIDC-IDRI-0940,0.05545337174829272,0.9998131610520768,0.003877594182498043,0_1
LIDC-IDRI-0941,7.576078773870194e-05,0.999830762798846,1.5716839854467588e-06,0_1
LIDC-IDRI-0942,0.3921334495579105,0.9983613583314591,0.02792566327542311,0_1
LIDC-IDRI-0943,0.00010658627206233879,0.9997867603576778,1.466817857007546e-06,0_1
LIDC-IDRI-0944,2.7632539453616784e-07,0.9988583063828653,1.8268849834817327e-08,0_1
LIDC-IDRI-0945,0.7264935958709876,0.9997691114374477,0.01071140905459692,0_1
LIDC-IDRI-0946,0.4941994204071402,0.9991192971014285,0.014163082864127301,0_1
LIDC-IDRI-0947,0.0008044027878649472,0.9998427480172789,0.00014396957960409503,0_1
LIDC-IDRI-0949,0.22793778927481842,0.9996290023882983,0.0217521967339547,0_1
LIDC-IDRI-0950,0.0004828066688314227,0.9998677793121891,1.0138979940370928e-05,0_1
LIDC-IDRI-0951,0.0871686125322317,0.9997055195986619,0.0010155679378548376,0_1
LIDC-IDRI-0953,0.0044240321441493076,0.9997668517537575,0.00012286246564335024,0_1
LIDC-IDRI-0955,2.0666785599835715e-05,0.9997964578876677,3.1119883566582024e-07,0_1
LIDC-IDRI-0956,0.020883167542280343,0.9998094329450475,0.000587431146628579,0_1
LIDC-IDRI-0957,7.068604092370747e-07,0.9989878817232617,1.1362748329368664e-08,0_1
LIDC-IDRI-0958,0.2991936195329221,0.9994157541575308,0.00712360032650535,0_1
LIDC-IDRI-0959,0.0001284193547170547,0.9999243261000859,2.6809465512280594e-06,0_1
LIDC-IDRI-0961,0.0015016337206247492,0.9995957143552835,0.0003334049374552704,0_1
LIDC-IDRI-0962,0.025859113373167816,0.9994194091843112,0.0012292870805731514,0_1
LIDC-IDRI-0963,4.1899049754445064e-05,0.9998595491475548,6.471483770992896e-07,0_1
LIDC-IDRI-0965,0.1860162597683508,0.9994510057468341,0.011313135882734988,0_1
LIDC-IDRI-0966,0.010432057304762567,0.9999149791224973,0.00039152846477340486,0_1
LIDC-IDRI-0968,0.24906287150681983,0.9991721777568275,0.02649356546847919,0_1
LIDC-IDRI-0969,0.00046934934356565063,0.9996785098855592,1.2977427250909093e-05,0_1
LIDC-IDRI-0971,3.0084247574851075e-08,0.9998868379038698,1.0198006392130347e-09,0_1
LIDC-IDRI-0972,0.0003147810615305456,0.9997752672483995,4.378092618374008e-05,0_1
LIDC-IDRI-0973,0.004087027858237461,0.999439313747995,0.0007778985179575502,0_1
LIDC-IDRI-0974,0.1591957347775559,0.9993469700264331,0.01297257728932068,0_1
LIDC-IDRI-0976,3.991632900333555e-05,0.9998639346883198,4.151376379324829e-06,0_1
LIDC-IDRI-0977,3.660738567366224e-06,0.9998395021874558,6.988706340118013e-08,0_1
LIDC-IDRI-0978,0.008104987891801684,0.9991103096989231,0.0023900147899965428,0_1
LIDC-IDRI-0980,0.07057111927581146,0.9995972525940504,0.007126052805793991,0_1
LIDC-IDRI-0981,0.0018642891972655512,0.999583113317831,4.4345150510288074e-05,0_1
LIDC-IDRI-0982,0.13872766611369278,0.9998227407918673,0.007591362260106716,0_1
LIDC-IDRI-0983,0.003194996039472284,0.9997245259560501,0.00017108564645910786,0_1
LIDC-IDRI-0984,0.0007879955619715044,0.9997710448198162,2.1424638070554506e-05,0_1
LIDC-IDRI-0985,1.0061181286018427e-07,0.9996031782541087,9.33027494238029e-09,0_1
LIDC-IDRI-0986,0.4261287521832564,0.9990886203086016,0.01377711920959741,0_1
LIDC-IDRI-0987,0.005916236928819475,0.9998839369957506,0.00030367272340672103,0_1
LIDC-IDRI-0989,7.684621711670767e-08,0.9993661819011366,5.773959039936518e-10,0_1
LIDC-IDRI-0990,3.7534672713037954e-05,0.9990022634066251,1.9729948083827016e-06,0_1
LIDC-IDRI-0991,2.4738771693773433e-05,0.9997916281446814,6.004126830620037e-08,0_1
LIDC-IDRI-0993,0.5658785995990858,0.9996588698661477,0.01629779477370427,0_1
LIDC-IDRI-0994,0.0682266456422867,0.9995972744880683,0.013422424601524057,0_1
LIDC-IDRI-0996,4.607343428423856e-07,0.9990925991270394,2.2402596767075183e-08,0_1
LIDC-IDRI-0997,1.1971903128643532e-05,0.9995683118820249,1.0055759008040096e-06,0_1
LIDC-IDRI-0998,0.032055115479314306,0.9987761042306919,0.002391137846464622,0_1
LIDC-IDRI-0999,0.0013257982079734225,0.9998057099962674,5.101310076173281e-05,0_1
LIDC-IDRI-1000,0.12697600164974368,0.9996990847016355,0.020919157877729466,0_1
LIDC-IDRI-1001,4.817993812153172e-06,0.9993199558229073,5.050449033301345e-08,0_1
LIDC-IDRI-1002,0.09053060723492583,0.9990832152039791,0.025536569122022346,0_1
LIDC-IDRI-1003,0.21688292631926184,0.9993516379576028,0.032926950392500764,0_1
LIDC-IDRI-1004,0.15590164606358653,0.999743454145099,0.01752626087648883,0_1
LIDC-IDRI-1005,0.06938706033902976,0.9986108905041223,0.0010852202177534715,0_1
LIDC-IDRI-1006,0.00047840333156431314,0.9993897540196475,1.1158524851562741e-05,0_1
LIDC-IDRI-1007,0.4009600396667946,0.999652003864366,0.036247477949917985,0_1
LIDC-IDRI-1008,0.0001936521611640131,0.9996334294297183,3.6598948164891474e-05,0_1
LIDC-IDRI-1009,3.9294314460983335e-05,0.9988866676719718,4.880848450981486e-06,0_1
LIDC-IDRI-1010,9.271639727166583e-05,0.9996731714771729,1.3833911040132684e-06,0_1
LIDC-IDRI-1011,0.31254347871644805,0.9994435709109093,0.05500347178722777,0_1
LIDC-IDRI-0926,2.0785363516000896e-05,0.9998503736855368,1.0956262125802836e-06,0_2
LIDC-IDRI-0928,0.00040589502852254167,0.9998518832979915,1.612622789309993e-05,0_2
LIDC-IDRI-0929,0.00010827966260594316,0.9998463620671182,2.464350815135464e-06,0_2
LIDC-IDRI-0932,5.834118018073354e-10,0.9998036390661441,2.4100188980535017e-11,0_2
LIDC-IDRI-0933,0.09588309288423134,0.9996504626828796,0.011060167123321361,0_2
LIDC-IDRI-0935,0.1446823877256656,0.999644320983026,0.019573120925212364,0_2
LIDC-IDRI-0936,0.11503153156762633,0.9999199633497903,0.011238235245072305,0_2
LIDC-IDRI-0938,0.08724666424397086,0.9998625227040476,0.004094730180409174,0_2
LIDC-IDRI-0939,0.0017343767873622337,0.9999459001486322,0.00022697134630889567,0_2
LIDC-IDRI-0940,0.07284458993154243,0.9999287977516008,0.005900051397610419,0_2
LIDC-IDRI-0941,6.2445364348714715e-06,0.9999118312792007,1.5136452010325468e-07,0_2
LIDC-IDRI-0942,0.3734032883101772,0.9987675332540014,0.03780880912522906,0_2
LIDC-IDRI-0943,4.1457189193119206e-05,0.9999115861384573,7.590668913173533e-07,0_2
LIDC-IDRI-0944,1.8325877925214578e-07,0.999145616019786,1.2993497722913451e-08,0_2
LIDC-IDRI-0945,0.7032256445478127,0.9998356970702355,0.011202431728206567,0_2
LIDC-IDRI-0946,0.41125018184080847,0.9994200464993342,0.012982728312379075,0_2
LIDC-IDRI-0947,0.0005851475940149831,0.9998903737819408,0.00012494411275371027,0_2
LIDC-IDRI-0949,0.24804456742159908,0.9997809680025921,0.023124321181998888,0_2
LIDC-IDRI-0950,0.00014748510996007754,0.9999398560258499,3.6748334878272666e-06,0_2
LIDC-IDRI-0951,0.08722508040282152,0.999821799408836,0.001134889524726284,0_2
LIDC-IDRI-0953,0.003624310666940215,0.9999096495815378,0.00011742057584767401,0_2
LIDC-IDRI-0955,2.152635949197147e-06,0.9999267705506484,4.320664372727034e-08,0_2
LIDC-IDRI-0956,0.00046564385653518844,0.9999215315519169,2.5527791397045317e-05,0_2
LIDC-IDRI-0957,9.103021607937811e-08,0.9995559572582277,3.022394086486264e-09,0_2
LIDC-IDRI-0958,0.02780461157935694,0.9996497274333566,0.0018077565804883982,0_2
LIDC-IDRI-0959,4.2331387855843686e-05,0.9999695136787992,1.0639447613850721e-06,0_2
LIDC-IDRI-0961,0.0016241609271117566,0.9998059218046503,0.00018640444077791722,0_2
LIDC-IDRI-0962,0.026692598443224386,0.9996428206788973,0.002805805005580697,0_2
LIDC-IDRI-0963,3.123873411220361e-05,0.9999413472792079,5.494725136428331e-07,0_2
LIDC-IDRI-0965,0.19951724710490862,0.999783913446979,0.012356989531510293,0_2
LIDC-IDRI-0966,0.0044736683719055195,0.9999508408366824,0.00030613582207796345,0_2
LIDC-IDRI-0968,0.1246223362148291,0.9995482964878458,0.014424070892946339,0_2
LIDC-IDRI-0969,0.0003566385377091198,0.9998258141099593,1.339206750994027e-05,0_2
LIDC-IDRI-0971,2.2687261955716103e-09,0.9999343952500275,1.2708180286546766e-10,0_2
LIDC-IDRI-0972,0.0003867874286090727,0.9999308204535144,5.386127223517112e-05,0_2
LIDC-IDRI-0973,0.02603964190731077,0.9996686963023627,0.004252412831991777,0_2
LIDC-IDRI-0974,0.15535128252750505,0.9996714764091007,0.013979480183288947,0_2
LIDC-IDRI-0976,4.761511472068941e-05,0.9998851075560349,6.951813603833473e-06,0_2
LIDC-IDRI-0977,1.8073276887964472e-08,0.9999083786344313,4.5381890205267925e-10,0_2
LIDC-IDRI-0978,0.011584112887301438,0.999476652984872,0.00342463857957615,0_2
LIDC-IDRI-0980,0.07840110813322541,0.9997442654628451,0.008892290487511455,0_2
LIDC-IDRI-0981,0.0024325573324122563,0.9996450354175968,6.095110989319327e-05,0_2
LIDC-IDRI-0982,0.10590742156803855,0.9999040621863159,0.007392679449227141,0_2
LIDC-IDRI-0983,0.0023051537223255374,0.9998829895114469,0.00013888938999207686,0_2
LIDC-IDRI-0984,0.00042652033983337845,0.9999545001808894,1.3998132453705717e-05,0_2
LIDC-IDRI-0985,4.269693626666988e-08,0.9998109451537764,4.2237588601349125e-09,0_2
LIDC-IDRI-0986,0.39363470072324686,0.9991605153829444,0.014843827739571746,0_2
LIDC-IDRI-0987,0.0017055571997895507,0.9999467948188595,0.00011044135554792856,0_2
LIDC-IDRI-0989,6.972551281033953e-08,0.9996175288588215,1.4206056677993317e-09,0_2
LIDC-IDRI-0990,8.875593371344908e-06,0.9994093878539974,4.3258169817187076e-07,0_2
LIDC-IDRI-0991,2.0587001842260293e-05,0.9999073419918121,2.1589216941232157e-07,0_2
LIDC-IDRI-0993,0.6394346741742696,0.9997944288826843,0.017429030928551303,0_2
LIDC-IDRI-0994,0.09423847451322256,0.999807391225145,0.01744526811663985,0_2
LIDC-IDRI-0996,8.278784165082404e-08,0.9994456556765928,4.333745355244111e-09,0_2
LIDC-IDRI-0997,1.848891480161724e-06,0.9997906481841925,1.5564420202451878e-07,0_2
LIDC-IDRI-0998,0.021817083225691737,0.9992695047097422,0.0029016473305764393,0_2
LIDC-IDRI-0999,0.0006186026547676172,0.9998983226680486,3.580963796757405e-05,0_2
LIDC-IDRI-1000,0.050281252789951,0.9998467703993956,0.007410539213561475,0_2
LIDC-IDRI-1001,1.7559423967013834e-06,0.9995629142298202,1.083444961800063e-07,0_2
LIDC-IDRI-1002,0.04970055247277972,0.9995901589676297,0.016526676664420568,0_2
LIDC-IDRI-1003,0.25063883605456494,0.9997050065725847,0.04451537260005857,0_2
LIDC-IDRI-1004,0.023138611448732187,0.9999050196704674,0.004236840819383223,0_2
LIDC-IDRI-1005,5.5459721856256185e-05,0.9993024694140362,6.7590033990741155e-06,0_2
LIDC-IDRI-1006,0.00021080089560135206,0.9997757143439996,7.080678129338856e-06,0_2
LIDC-IDRI-1007,0.3332308583709279,0.999816250211428,0.03298235956780483,0_2
LIDC-IDRI-1008,2.1188184401975227e-05,0.9997464872810061,2.93097255657239e-06,0_2
LIDC-IDRI-1009,2.0425497054235183e-06,0.9991981068812014,2.9264214218465487e-07,0_2
LIDC-IDRI-1010,9.747778591495507e-05,0.999838045532277,1.5144309796171642e-06,0_2
LIDC-IDRI-1011,0.3335228473872735,0.9997260899516298,0.06493948320877972,0_2
LIDC-IDRI-0926,1.7982574247725334e-05,0.9998611497340573,9.56079949593663e-07,0_3
LIDC-IDRI-0928,0.0004776462115207091,0.9998558044074283,1.9695571684663683e-05,0_3
LIDC-IDRI-0929,0.00015224365850491665,0.99979443454615,4.133851701973986e-06,0_3
LIDC-IDRI-0932,2.5764902916174324e-10,0.999793508925564,1.0625175267068967e-11,0_3
LIDC-IDRI-0933,0.08008834462158514,0.9995202788315131,0.009374375659455422,0_3
LIDC-IDRI-0935,0.11635169262775899,0.9994543100554147,0.016339889705063598,0_3
LIDC-IDRI-0936,0.11313728493323107,0.9999506389053183,0.01263214839153899,0_3
LIDC-IDRI-0938,0.1248599214148378,0.9998303092408167,0.003929203074879171,0_3
LIDC-IDRI-0939,0.05161457369178472,0.9999061231413467,0.005789442150026575,0_3
LIDC-IDRI-0940,0.04751462313356044,0.999898508467838,0.0040184703471976314,0_3
LIDC-IDRI-0941,2.0672043319635058e-05,0.999920207988864,5.494690146720376e-07,0_3
LIDC-IDRI-0942,0.37257889409298517,0.998655570274415,0.03504010760634883,0_3
LIDC-IDRI-0943,2.132512934642541e-05,0.9999241101293005,4.1217538813594056e-07,0_3
LIDC-IDRI-0944,3.397026683611054e-08,0.9991264603019572,1.9937153028471993e-09,0_3
LIDC-IDRI-0945,0.5404142334765053,0.9998387374559826,0.011909830830184327,0_3
LIDC-IDRI-0946,0.5196671263550826,0.9991763553219042,0.015882607565681925,0_3
LIDC-IDRI-0947,0.0005791614233638501,0.999937862234637,0.0001275335905906017,0_3
LIDC-IDRI-0949,0.22238759007424708,0.9997393215973125,0.02039150961482822,0_3
LIDC-IDRI-0950,0.00022500256596333167,0.9999214739725486,5.5966269018799164e-06,0_3
LIDC-IDRI-0951,0.06282014140887124,0.9998271983333274,0.0016727823841144135,0_3
LIDC-IDRI-0953,0.003954177144020892,0.9998906449880327,0.00014337281284940054,0_3
LIDC-IDRI-0955,3.927028842968895e-08,0.9999470967134046,9.157921864880927e-10,0_3
LIDC-IDRI-0956,0.0020919605005672156,0.9999230058159687,0.00011116016470751548,0_3
LIDC-IDRI-0957,3.732191834019705e-08,0.9993581999367628,1.0038511381687376e-09,0_3
LIDC-IDRI-0958,0.06375882785410804,0.999703699050246,0.0020630001394020296,0_3
LIDC-IDRI-0959,4.045892705131313e-05,0.9999655025346349,1.0164777540828092e-06,0_3
LIDC-IDRI-0961,0.0015199387709766501,0.9998700876772305,0.00021070765659426415,0_3
LIDC-IDRI-0962,0.023538131075299278,0.9995665778925191,0.0023399757800949485,0_3
LIDC-IDRI-0963,7.075120663610927e-06,0.9999347308618591,1.3595972531007535e-07,0_3
LIDC-IDRI-0965,0.16670249831653483,0.999708130012594,0.011146923014962477,0_3
LIDC-IDRI-0966,0.000750774169412699,0.999961468508686,4.99172882243763e-05,0_3
LIDC-IDRI-0968,0.25915751280982363,0.9994226447325794,0.02801882274424699,0_3
LIDC-IDRI-0969,0.00024829867141579036,0.9997906721143538,1.029986454917361e-05,0_3
LIDC-IDRI-0971,6.200284244716588e-10,0.9999393708585277,3.2141278217121733e-11,0_3
LIDC-IDRI-0972,0.0004995548772659231,0.9999328802507877,6.87848216023213e-05,0_3
LIDC-IDRI-0973,0.021092213914558174,0.9996581432493713,0.003514085613571121,0_3
LIDC-IDRI-0974,0.16306727303924626,0.999611455490899,0.013068668748398854,0_3
LIDC-IDRI-0976,1.2135295814686446e-05,0.9998784900683425,1.7750346423018322e-06,0_3
LIDC-IDRI-0977,8.02804501392561e-11,0.9999285287786813,2.1467767336325033e-12,0_3
LIDC-IDRI-0978,0.004837566973147006,0.9994520702383123,0.001287837520977196,0_3
LIDC-IDRI-0980,0.07392719125295649,0.9997261511996485,0.008180799751962464,0_3
LIDC-IDRI-0981,0.001773986963261429,0.9997035873117062,4.423942936448027e-05,0_3
LIDC-IDRI-0982,0.10663635231760002,0.9999163105456044,0.008096390986379985,0_3
LIDC-IDRI-0983,0.001379358575034963,0.9998422813407377,8.288979420994679e-05,0_3
LIDC-IDRI-0984,0.0004236818642511797,0.9999063074598784,1.4282405310195713e-05,0_3
LIDC-IDRI-0985,4.95349753568058e-08,0.9997041132413182,4.7419258172722904e-09,0_3
LIDC-IDRI-0986,0.2722594444433511,0.9992877465293429,0.009616010402493573,0_3
LIDC-IDRI-0987,0.0017312682852771888,0.9999267747917219,0.0001131525494694754,0_3
LIDC-IDRI-0989,2.1155645902096e-08,0.9995583971126065,9.610962084346813e-11,0_3
LIDC-IDRI-0990,6.435077347679972e-06,0.9992903565659692,3.103507742141596e-07,0_3
LIDC-IDRI-0991,2.9255690449637803e-06,0.9998936253833117,3.702190664317982e-08,0_3
LIDC-IDRI-0993,0.6790663378979449,0.9997750116987925,0.015599724914349779,0_3
LIDC-IDRI-0994,0.07191708077003153,0.9998623163391538,0.014900795889534668,0_3
LIDC-IDRI-0996,1.6217982263114392e-07,0.9992176657759974,8.11349028633992e-09,0_3
LIDC-IDRI-0997,7.310424178984655e-06,0.9997613996938225,6.214863627436164e-07,0_3
LIDC-IDRI-0998,0.017745001507579374,0.9990875819435107,0.0020420715157236768,0_3
LIDC-IDRI-0999,0.0003367198607015718,0.9998927225775861,2.1298217135097342e-05,0_3
LIDC-IDRI-1000,0.09379818410777575,0.9997491761897298,0.014522424622354821,0_3
LIDC-IDRI-1001,3.668850848082313e-07,0.9994568951776918,4.929055732186416e-09,0_3
LIDC-IDRI-1002,0.09807509988154224,0.9995488981273821,0.029996762637507633,0_3
LIDC-IDRI-1003,0.2136416987195952,0.9995587180262424,0.03441366449419569,0_3
LIDC-IDRI-1004,0.010625445545293434,0.9998957853631443,0.002047418617121635,0_3
LIDC-IDRI-1005,0.039124933974467334,0.9990417628691582,0.0018101987115522744,0_3
LIDC-IDRI-1006,0.00014652653100331064,0.9996474426750899,5.070539074230496e-06,0_3
LIDC-IDRI-1007,0.3358737424273347,0.999798040526474,0.032908638277246355,0_3
LIDC-IDRI-1008,3.3105536750927364e-05,0.9997309769431458,5.005520782858997e-06,0_3
LIDC-IDRI-1009,1.60342806686956e-05,0.9992855182887879,2.4256581325983857e-06,0_3
LIDC-IDRI-1010,0.00015884730044169856,0.9997854053279205,2.452113835497275e-06,0_3
LIDC-IDRI-1011,0.3512628205961919,0.9997334802838909,0.0665851054490545,0_3
LIDC-IDRI-0926,9.066759854300538e-06,0.9997620230326439,4.826271719895463e-07,0_4
LIDC-IDRI-0928,0.0003017759849617251,0.9998609075761326,1.0950364072261852e-05,0_4
LIDC-IDRI-0929,0.00012096419101878823,0.9997526879338928,2.794742988787648e-06,0_4
LIDC-IDRI-0932,5.708320472755045e-09,0.9997284578287529,2.3603074388636785e-10,0_4
LIDC-IDRI-0933,0.09756811911723566,0.9995458469262747,0.011449218142360074,0_4
LIDC-IDRI-0935,0.12888126685858597,0.9992442584926925,0.014912206351189821,0_4
LIDC-IDRI-0936,0.09845726233102692,0.9999363229674918,0.01052794382727289,0_4
LIDC-IDRI-0938,0.20838134335350683,0.9997083730923498,0.00721325478369694,0_4
LIDC-IDRI-0939,0.0010207019033678431,0.999876291698379,0.00013126719831635505,0_4
LIDC-IDRI-0940,0.046909310833785425,0.9999046299529184,0.004139394685358368,0_4
LIDC-IDRI-0941,4.175101625149154e-06,0.9998976714169778,1.0981466482501621e-07,0_4
LIDC-IDRI-0942,0.3306411722279254,0.9983496053058033,0.024806778009207102,0_4
LIDC-IDRI-0943,1.5093982485067917e-05,0.9999526190177447,3.118719819510208e-07,0_4
LIDC-IDRI-0944,1.4098544984295255e-07,0.9989116164154561,5.597450321114128e-09,0_4
LIDC-IDRI-0945,0.5955901397706199,0.9998156266464292,0.011978506134155072,0_4
LIDC-IDRI-0946,0.39215778504253257,0.9989836767586664,0.009080052292472784,0_4
LIDC-IDRI-0947,0.0002918327560111379,0.9999276636790817,6.436894141530153e-05,0_4
LIDC-IDRI-0949,0.16342653380725405,0.9997205934807768,0.018109499851812892,0_4
LIDC-IDRI-0950,0.00010883363984379133,0.9998115968766939,2.8405862802612937e-06,0_4
LIDC-IDRI-0951,0.0753135318052542,0.9997796408491713,0.0013363761812334879,0_4
LIDC-IDRI-0953,0.008025612752753167,0.9998880903177981,0.00028298096768210925,0_4
LIDC-IDRI-0955,1.0909068704748279e-10,0.9999379293774923,2.6722174263647376e-12,0_4
LIDC-IDRI-0956,0.0007693902044347109,0.9998698783690416,4.1435318824616446e-05,0_4
LIDC-IDRI-0957,1.7539253101616134e-08,0.9993548101904806,7.755257007017375e-10,0_4
LIDC-IDRI-0958,0.11753657595449445,0.999557158212868,0.004152366065859985,0_4
LIDC-IDRI-0959,1.9429562099950183e-05,0.9999602146041687,4.832971378125034e-07,0_4
LIDC-IDRI-0961,0.009576423122729242,0.9998428447655866,0.0011415455884491665,0_4
LIDC-IDRI-0962,0.01316553209398799,0.9994997943000767,0.0015384338324063267,0_4
LIDC-IDRI-0963,6.845987380009891e-06,0.9999346514816055,1.3192806060395362e-07,0_4
LIDC-IDRI-0965,0.20558016529036469,0.9995812518399294,0.012827756651716638,0_4
LIDC-IDRI-0966,0.00047371918318554675,0.9999557235702422,3.074599821158334e-05,0_4
LIDC-IDRI-0968,0.13527430587936703,0.9993421154439301,0.014864941688930993,0_4
LIDC-IDRI-0969,0.00024211837513715955,0.9998184783284007,9.884674591223272e-06,0_4
LIDC-IDRI-0971,6.920285299425257e-10,0.9999348630335846,3.7279546793210776e-11,0_4
LIDC-IDRI-0972,0.0024924491353979544,0.9998411850700929,0.0003131540884166663,0_4
LIDC-IDRI-0973,0.05220882919709373,0.9995252758331835,0.007297066561282872,0_4
LIDC-IDRI-0974,0.13789927494571066,0.9995699297678659,0.01000597713276537,0_4
LIDC-IDRI-0976,2.429205331701349e-06,0.9997942165696304,2.890147936002625e-07,0_4
LIDC-IDRI-0977,2.1187617723958269e-10,0.9998779572072383,4.069810931448148e-12,0_4
LIDC-IDRI-0978,0.07744888044439216,0.9992614218844523,0.020776697366677588,0_4
LIDC-IDRI-0980,0.12236286701179239,0.999626560310012,0.011301756420773868,0_4
LIDC-IDRI-0981,0.0029833417421425575,0.9997103836819711,7.555465042169861e-05,0_4
LIDC-IDRI-0982,0.10727056303318913,0.9998967428921554,0.008699539217295825,0_4
LIDC-IDRI-0983,0.0005423597388601385,0.9997337472653772,2.3113410747972632e-05,0_4
LIDC-IDRI-0984,0.00032402695070623806,0.9999462104458046,1.1149982026161601e-05,0_4
LIDC-IDRI-0985,2.4313618155197485e-08,0.9996687769393878,1.9710063548305307e-09,0_4
